,Frequency (MHz),Clean_EIRP(dBm)
480,124.4,-90.7868679489714
481,124.4925,-90.77466954236044
482,124.585,-95.91437552681212
483,124.6775,-93.54159316185003
484,124.77,-91.20813011624989
485,124.8625,-81.4978447018501
486,124.955,-70.44206579744707
487,125.0475,-71.28089037781537
488,125.14,-85.2371302874085
489,125.2325,-101.07358230089733
490,125.325,-91.00796409140594
491,125.4175,-91.36230488542131
492,125.51,-96.64545149126928
493,125.6025,-98.25674455823565
494,125.695,-103.21378539563865
495,125.7875,-90.32183806031861
496,125.88,-90.59439237330965
497,125.9725,-94.9959170195088
498,126.065,-96.93569238742276
499,126.1575,-95.89236225793444
500,126.25,-89.86284437939054
501,126.3425,-88.97637326806979
502,126.435,-93.89977003763136
503,126.5275,-101.74994903170025
504,126.62,-98.35703291286728
505,126.7125,-96.09965400369923
506,126.805,-90.43225637842106
507,126.8975,-89.3341378302371
508,126.99,-100.45618353395491
509,127.0825,-109.23191381543347
510,127.175,-93.75764884186111
511,127.2675,-94.08115115053504
512,127.36,-93.45842431363879
513,127.4525,-100.36208850991133
514,127.545,-101.50287510841245
515,127.6375,-93.86383828887269
516,127.73,-91.36557449706247
517,127.8225,-92.6347397350253
518,127.915,-97.7012339767171
519,128.0075,
520,128.1,-98.46666242255762
521,128.1925,-93.20484320332457
522,128.285,-94.58316078529634
523,128.3775,-95.27744206642483
524,128.47,-99.49279745753785
525,128.5625,-99.12274488684581
526,128.655,-90.12862187165473
527,128.7475,-90.7130045306564
528,128.84,-105.35446806331456
529,128.9325,
530,129.025,-98.59703769047226
531,129.1175,-95.0210454920858
532,129.21,-94.05551397077969
533,129.3025,-95.36194675645967
534,129.395,-100.34646488799478
535,129.4875,-105.685792471807
536,129.58,-93.34871897082529
537,129.6725,-91.96229302608792
538,129.765,-99.62092582522956
539,129.8575,-96.81843803047522
540,129.95,-99.51192190393382
541,130.0425,-95.0076805215015
542,130.135,-97.09516361404725
543,130.2275,-105.59748999013193
544,130.32,-109.04625524527128
545,130.4125,-99.29258153256771
546,130.505,-96.29698518921892
547,130.5975,-95.63402284958866
548,130.69,-102.01041300157557
549,130.7825,-99.37622738801673
550,130.875,
551,130.9675,-95.7406785593099
552,131.06,-95.94763341944578
553,131.1525,-99.81670371233653
554,131.245,-100.13575428951114
555,131.3375,-107.9154429896281
556,131.43,-100.0233499944426
557,131.5225,-98.75772223217254
558,131.615,-101.84680709279763
559,131.7075,
560,131.8,
561,131.8925,-100.76236970473678
562,131.985,-98.74876066315429
563,132.0775,-101.5940359815911
564,132.17,-100.01493647113156
565,132.2625,-108.66619154071293
566,132.355,-109.58708883177482
567,132.4475,-95.79656296223285
568,132.54,-94.50205772634192
569,132.6325,-101.57525054191277
570,132.725,-98.15983235721886
571,132.8175,-105.00975836736346
572,132.91,-98.65417770296179
573,133.0025,-97.07171118826287
574,133.095,-97.44360753059755
575,133.1875,-97.11218027590502
576,133.28,-101.25303018579005
577,133.3725,-95.08275160922315
578,133.465,-91.9558942956534
579,133.5575,-84.45679826388185
580,133.65,-82.97444100523091
581,133.7425,-89.41051024377006
582,133.835,-96.3301565484113
583,133.9275,-96.0781634362396
584,134.02,-99.89018210819717
585,134.1125,-95.77836932027806
586,134.205,-97.47161611592446
587,134.2975,-92.28568117896862
588,134.39,-91.15091976001332
589,134.4825,-93.58600746095009
590,134.575,-100.46503525993626
591,134.6675,-94.3858334901062
592,134.76,-96.14991646325123
593,134.8525,-94.12732850746104
594,134.945,-97.0807928764086
595,135.0375,-100.4595019483362
596,135.13,-102.68439807883068
597,135.2225,-99.58546207742536
598,135.315,-93.62815827748291
599,135.4075,-91.79721229012878
600,135.5,-97.87432600073404
601,135.5925,-100.80963301635461
602,135.685,-98.57847249897833
603,135.7775,-99.57911486730549
604,135.87,-99.30346403513845
605,135.9625,-100.16264897527732
606,136.055,-96.38036752862442
607,136.1475,-104.28349766664411
608,136.24,-96.36979044281219
609,136.3325,-98.5694960910933
610,136.425,-99.26610967853998
611,136.5175,-115.25007089670322
612,136.61,
613,136.7025,-98.436566360657
614,136.795,-99.22644665624827
615,136.8875,-100.98108954402954
616,136.98,-101.46347385416989
617,137.0725,-99.96333782401096
618,137.165,-98.01629649060521
619,137.2575,-100.71565728082794
620,137.35,-99.87464867603633
621,137.4425,-90.40373374437314
622,137.535,-91.34650772944076
623,137.6275,-98.5013187438189
624,137.72,-101.06526477775866
625,137.8125,-99.85570941906361
626,137.905,-108.8932243091506
627,137.9975,-99.49768571673022
628,138.09,-100.34479580807727
629,138.1825,-106.50817513874165
630,138.275,-102.17838992378988
631,138.3675,-107.02203616355689
632,138.46,
633,138.5525,-101.63923433036749
634,138.645,
635,138.7375,
636,138.83,
637,138.9225,-105.05254077100822
638,139.015,-106.53624183349231
639,139.1075,-109.98422015733824
640,139.2,-106.96747963856947
641,139.2925,
642,139.385,-106.08703118642018
643,139.4775,-103.67900699444
644,139.57,-117.25714080007543
645,139.6625,-105.13380804928835
646,139.755,-105.02996253354696
647,139.8475,-106.60112312778288
648,139.94,-102.6108296287147
649,140.0325,-112.07984257056327
650,140.125,-101.95827391698182
651,140.2175,-100.34293206365346
652,140.31,-100.31418625375751
653,140.4025,
654,140.495,-96.29290361071546
655,140.5875,-96.21214021839197
656,140.68,
657,140.7725,-114.89884607289262
658,140.865,-102.28755699157382
659,140.9575,-105.49136286939004
660,141.05,-105.77578297668872
661,141.1425,-111.09016505955631
662,141.235,-106.74214694819034
663,141.3275,-105.56143014308526
664,141.42,-101.63564452976178
665,141.5125,-98.1824641002699
666,141.605,-100.36263777968843
667,141.6975,-99.99758912091923
668,141.79,-98.09028377069413
669,141.8825,-97.96761347679771
670,141.975,-95.3197787746633
671,142.0675,-96.31233722780452
672,142.16,-96.20889727420061
673,142.2525,-95.62785293367112
674,142.345,-95.46485501661593
675,142.4375,-96.13672965063869
676,142.53,-94.76744361283708
677,142.6225,-94.95931949181085
678,142.715,-93.140767087148
679,142.8075,-93.28679856759031
680,142.9,-93.44296514394296
681,142.9925,-92.84494924029205
682,143.085,-96.06608261348029
683,143.1775,-95.79978657480953
684,143.27,-93.71071972017415
685,143.3625,-91.49299456803242
686,143.455,-92.74507730499188
687,143.5475,-92.10163982758594
688,143.64,-90.83741885753753
689,143.7325,-96.4979165603606
690,143.825,-96.08697403392526
691,143.9175,-96.5543194285462
692,144.01,-96.62718703333408
693,144.1025,-93.12372873383839
694,144.195,-91.98907946822544
695,144.2875,-93.28085618668312
696,144.38,-94.14440158477754
697,144.4725,-94.09898102222363
698,144.565,-102.49536546834452
699,144.6575,-102.23921927402185
700,144.75,-99.41598481855648
701,144.8425,-96.46506526261318
702,144.935,-98.3067355002988
703,145.0275,-99.41129636633357
704,145.12,-100.4805042230108
705,145.2125,-102.49580939495239
706,145.305,-100.15642287370214
707,145.3975,-102.39111399799397
708,145.49,-102.3514161348019
709,145.5825,-99.17781103063163
710,145.675,-102.36396420936228
711,145.7675,-97.97802543865782
