,Frequency (MHz),Clean_EIRP(dBm)
721,802.213333,-74.0478199698114
722,803.186667,-75.2761608747812
723,804.16,
724,805.133333,-82.37812041381454
725,806.106667,-77.4733154686053
726,807.08,-76.59729488008284
727,808.053333,-75.39564834265302
728,809.026667,-81.88640956242706
729,810.0,-75.64095845367947
730,810.973333,-77.06141046516498
731,811.946667,-76.97735858937858
732,812.92,-78.05376826113712
733,813.893333,-76.05151324386372
734,814.866667,-76.45002961148707
735,815.84,-74.52906744922947
736,816.813333,-74.29553608338541
737,817.786667,-77.268301430332
738,818.76,-75.56782492306625
739,819.733333,-74.09574805758089
740,820.706667,-74.86577247368382
741,821.68,-76.21893325692257
742,822.653333,-76.08549365641576
743,823.626667,-79.1112605323232
744,824.6,-77.12794653085541
745,825.573333,-77.92257193591061
746,826.546667,-73.18433374690446
747,827.52,-76.88330211515775
748,828.493333,-75.74053362632908
749,829.466667,
750,830.44,-74.9907117465689
751,831.413333,-75.91228059932605
752,832.386667,-76.17398548605743
753,833.36,-74.86983996391406
754,834.333333,-77.56904302189739
755,835.306667,-78.3770365056964
756,836.28,-75.511080707998
757,837.253333,
758,838.226667,-77.77332226097208
759,839.2,-74.78596694711086
760,840.173333,-78.58818132870285
761,841.146667,-75.01452968463077
762,842.12,-76.16317403212234
763,843.093333,-77.17216899703647
764,844.066667,-77.85138627492212
765,845.04,-81.4828357005735
766,846.013333,-78.59937145649602
767,846.986667,
768,847.96,
769,848.933333,-77.36356914484372
770,849.906667,-77.44486926937691
771,850.88,
772,851.853333,-76.89026888674253
773,852.826667,-78.24853360137398
774,853.8,-75.42296151689898
775,854.773333,-78.37336441737014
776,855.746667,-78.14463293319534
777,856.72,-81.43280367654486
778,857.693333,-78.41938033033367
779,858.666667,-75.93508497118626
780,859.64,-75.91902582144411
781,860.613333,-77.03058606740278
782,861.586667,-80.03105769324094
783,862.56,-75.39291912965618
784,863.533333,-76.38589407030639
785,864.506667,-76.58668923020518
786,865.48,-79.32193729781041
787,866.453333,-78.93878772232549
788,867.426667,-78.20473227248486
789,868.4,-62.61755447992323
790,869.373333,-79.54419249998124
791,870.346667,-74.20957630294106
792,871.32,-74.51441553361285
793,872.293333,-77.40840460335005
794,873.266667,-77.95133898242993
795,874.24,-78.87971286689572
796,875.213333,-76.95586749288728
797,876.186667,-76.06039294059073
798,877.16,-76.4278912236543
799,878.133333,
800,879.106667,-78.04866615769214
801,880.08,-75.44263732896704
802,881.053333,-75.62403951000316
803,882.026667,-77.75075426596015
804,883.0,-76.25423105043598
805,883.973333,-78.74912411785196
806,884.946667,-72.12447372241927
807,885.92,
808,886.893333,-75.40895023076105
809,887.866667,-76.0004553137412
810,888.84,-75.54160962760483
811,889.813333,-78.69181814586474
812,890.786667,-78.43996843272902
813,891.76,-78.79164967930662
814,892.733333,-79.27054273786794
815,893.706667,-73.10774875979794
816,894.68,-73.29848717084965
817,895.653333,-78.48538069408698
818,896.626667,
819,897.6,
820,898.573333,-74.8873000012735
821,899.546667,-74.0878154249066
822,900.52,-77.67597131049457
823,901.493333,-74.74970224428435
824,902.466667,-76.19250727492584
825,903.44,-80.04547020245809
826,904.413333,-75.73145001087606
827,905.386667,-76.31629696836875
828,906.36,-74.98126743608829
829,907.333333,-80.9311592240036
830,908.306667,-73.8221649006724
831,909.28,-75.91748973012788
832,910.253333,-74.0145028918956
833,911.226667,-75.0213659179952
834,912.2,-78.96899265049207
835,913.173333,
836,914.146667,-74.31835167984443
837,915.12,-75.73070604622662
838,916.093333,-74.75401515140264
839,917.066667,-73.695003174713
840,918.04,-79.54858086333877
841,919.013333,-74.09423030741969
842,919.986667,-76.16300592504113
843,920.96,-76.34674403908399
844,921.933333,-76.17773090791384
845,922.906667,-75.0681660083381
846,923.88,-73.04691075161928
847,924.853333,-74.05908426069084
848,925.826667,-73.63546230142502
849,926.8,-75.47150035923669
850,927.773333,-79.9313951723914
851,928.746667,-74.75908753548596
852,929.72,-75.81038635625953
853,930.693333,-74.65915231375342
854,931.666667,-73.22428442342813
855,932.64,-74.36241374134005
856,933.613333,-76.2056528844589
857,934.586667,-75.8562010092896
858,935.56,-74.87548168586255
859,936.533333,-72.76714670624352
860,937.506667,
861,938.48,-77.07763703037534
862,939.453333,-75.47009823677317
863,940.426667,-75.1318305672786
864,941.4,-76.12172601959438
865,942.373333,-75.74810076740901
866,943.346667,-75.42025558552103
867,944.32,-78.61286046307681
868,945.293333,-73.52864659058159
869,946.266667,-74.20979933646292
870,947.24,-73.4854983836698
871,948.213333,-77.81732291256118
872,949.186667,-76.95566192380214
873,950.16,-84.12239692346563
874,951.133333,-76.22070773164685
875,952.106667,-72.68205004319607
876,953.08,-76.12395534329012
877,954.053333,-72.98840551622511
878,955.026667,-76.80610076198744
879,956.0,
880,956.973333,
881,957.946667,-78.33532869116935
882,958.92,-80.55746006831146
883,959.893333,-77.66100163759404
884,960.866667,
885,961.84,-73.25763698223197
886,962.813333,-84.70566792611663
887,963.786667,-74.55146469864647
888,964.76,-74.60646005305952
889,965.733333,-78.36924570568763
890,966.706667,-75.10861322768234
891,967.68,-77.60750340173156
892,968.653333,
893,969.626667,-74.81793802544917
894,970.6,-75.26487029906966
895,971.573333,-75.37742959923031
896,972.546667,-77.514079043827
897,973.52,-73.01808948446279
898,974.493333,-74.94954878945309
899,975.466667,-73.22251243043223
900,976.44,
901,977.413333,-72.05056706396047
902,978.386667,-75.2295338108984
903,979.36,-80.38502034864362
904,980.333333,-79.270924492398
905,981.306667,-73.60138463926194
906,982.28,
907,983.253333,-78.05287048273553
908,984.226667,-73.96822416055541
909,985.2,-72.94953046618375
910,986.173333,-74.21116093542727
911,987.146667,-75.73467815999997
