Frequency(MHz),EIRP(dBm),BG_EIRP(dBm)
129.765,-95.4420705729968,-97.5325017863757
129.8575,-94.9124693976591,-99.4073424445341
129.95,-96.5562614718331,-99.62189715298544
130.0425,-94.03364552942526,-101.00366200891744
130.135,-94.3349303902188,-97.61058041463286
130.2275,-98.22004843220556,-99.09739065632665
130.32,-98.55682658400107,-98.96327494825888
130.4125,-96.77435564938865,-100.33969378415428
130.505,-94.47825520556596,-99.13609211962846
130.5975,-93.80823281267085,-98.45252755144038
130.69,-96.20087088420797,-97.52295340373922
130.7825,-96.7846157056929,-100.25831718274368
130.875,-97.47974539595832,-97.2045683940052
130.9675,-93.53843186240226,-97.54230759482414
131.06,-94.26612294647754,-99.20063222382129
131.1525,-96.39692389761477,-99.03304755484133
131.245,-97.23828884453359,-100.36443325371327
131.3375,-98.37072020096161,-98.88195829910615
131.43,-95.34409587881622,-97.15172832510528
131.5225,-94.80299735573101,-97.03801322487163
131.615,-96.74013527662188,-98.34255989820392
131.7075,-99.9441796571702,-98.66057217426004
131.8,-99.3709604485064,-97.86879370045952
131.8925,-96.60425245235834,-98.70755445431146
131.985,-96.25045916186441,-99.84128710375894
132.0775,-97.30455667307712,-99.32797891428805
132.17,-97.47521270622383,-101.01334442009102
132.2625,-99.70324211368326,-100.29295616397623
132.355,-100.01595411149803,-100.5239039405996
132.4475,-94.28582690337308,-99.60527728179105
132.54,-92.92524797841419,-98.0898750536095
132.6325,-96.80497877401628,-98.5663618306569
132.725,-96.60106324736252,-101.8071865994133
132.8175,-98.37593597077185,-99.43875640534216
132.91,-95.46601063468749,-98.3054423973828
133.0025,-95.2672253987389,-99.95258153887562
133.095,-95.71986802789239,-100.56639512750176
133.1875,-95.30396011056767,-99.98207595529423
133.28,-97.68998337874295,-100.21001053938748
133.3725,-94.02321198503151,-100.6688876442112
133.465,-91.47290684024763,-101.25064731876326
133.5575,-84.37964685277323,-101.92256982640605
133.65,-82.912334240137,-101.38980463808622
133.7425,-89.03518976974229,-99.85531916427354
133.835,-94.91710029446804,-100.4807370742532
133.9275,-95.00989634193405,-101.62413126625046
134.02,-97.50113379307658,-101.23663031407267
134.1125,-94.47692805091522,-100.34500819007538
134.205,-96.02656829961046,-101.5080975354503
134.2975,-91.53709605791461,-99.54144481279742
134.39,-90.47067181852219,-98.85752789762375
